,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GLP,GMB,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KOS,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TOA,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WAS,WSM,YEM,ZAF,ZMB,ZRN,ZWE
AUT,0,0,7,0,0,23,186,262,0,716,0,127,0,597,3,6,13,163,1,0,12,229,0,4,2,390,0,2,0,0,1,653,1231,193,607,4,13,2,239,0,0,5,22,113,591,3851,0,515,2,8,4,142,0,1038,136,10,372,1,1323,1,4,1704,239,6,0,0,0,0,468,0,0,6,0,0,0,236,0,509,22,240,171,171,2,52,273,1367,4,5,511,1,23,2,4,0,235,0,5,2,5,0,0,0,26,6,0,140,26,16,140,3,5,4,1,194,16,1,9,3,2,3,1,0,2,1,29,13,0,0,14,0,957,389,7,175,4,182,4,21,24,0,1,615,2,380,2,0,1,14,3,316,499,0,37,2,3,65,0,1,0,0,0,320,0,0,1,284,299,725,0,0,8,0,0,85,0,0,0,0,0,14,379,292,9,15,171,2,2441,0,0,0,8,24,0,0,0,1,237,3,3,2
AZE,0,0,0,0,0,0,127,128,0,127,127,0,0,2,0,0,0,2,0,0,0,137,0,0,0,127,0,0,0,0,0,131,132,128,133,0,0,0,127,0,0,0,0,0,132,152,0,127,0,1,0,5,0,132,0,0,1,0,131,0,0,151,131,0,0,0,0,0,128,1,0,0,0,0,0,1,0,122,2,0,0,35,0,0,129,128,0,0,130,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,127,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,127,128,0,0,0,4,0,0,0,0,0,133,0,135,0,0,0,0,0,128,166,0,4,0,0,0,0,0,0,0,0,127,0,0,0,127,127,128,0,0,0,0,0,2,0,1,0,0,0,1,207,131,0,0,1,0,155,2,0,0,0,0,0,0,0,0,127,0,0,0
BDI,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,3,0
BEL,0,2,2,0,1,14,115,111,0,737,597,2,8,0,43,31,17,187,1,0,10,113,0,2,11,397,12,0,0,1,4,876,1113,131,663,12,57,31,142,0,0,10,49,121,373,2505,0,591,1,51,17,145,0,1451,162,50,369,1,2949,0,7,2682,107,14,0,3,6,24,458,0,3,0,5,0,1,179,1,352,13,296,188,215,7,35,204,1745,1,10,455,14,69,2,9,0,236,0,4,8,28,2,5,0,0,5,2,157,84,13,30,3,3,9,0,216,11,7,19,1,9,10,8,0,1,9,49,4,4,4,19,1,2776,329,13,244,2,117,5,24,26,0,0,584,0,478,2,1,5,14,3,222,392,22,61,3,35,76,0,0,0,0,0,170,0,0,2,63,112,739,1,1,9,1,1,64,0,0,0,0,3,62,278,167,45,45,168,11,3202,5,0,0,23,75,0,0,0,2,293,12,52,5
BEN,0,0,0,0,0,0,0,0,0,2,3,0,0,43,0,16,1,0,0,0,0,0,0,0,1,4,0,0,1,0,1,16,8,0,4,10,5,6,1,0,0,0,0,0,0,12,0,3,0,2,0,2,1,3,1,0,1,0,92,0,1,23,0,11,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,4,1,9,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,5,0,0,0,11,0,0,0,0,0,1,1,1,1,1,0,6,8,0,21,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,2,1,1,1,1,16,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,11,1,0,0,0,0,0,2,1,0,3,2,0,0,29,0,0,0,0,1,0,0,0,0,10,1,3,1
BFA,0,0,0,0,0,2,2,0,0,11,6,0,0,31,16,0,2,3,0,0,0,0,0,0,0,3,0,0,0,0,1,15,34,3,8,21,13,4,2,0,0,0,0,1,2,31,0,13,0,2,0,1,0,7,2,4,8,0,115,0,11,51,2,17,0,2,1,2,3,0,0,0,0,0,0,0,0,2,3,4,3,1,0,0,2,16,0,0,6,0,15,2,3,1,7,0,0,0,4,0,0,0,0,1,0,4,2,0,5,0,0,8,0,4,1,24,0,0,0,0,2,2,1,5,2,1,0,10,8,0,12,10,0,0,0,2,0,1,4,0,1,4,0,2,0,0,0,0,2,3,4,1,1,0,26,2,0,1,0,0,0,0,0,0,0,0,3,19,0,0,2,1,6,10,0,0,0,0,0,5,3,1,7,7,0,0,64,0,0,0,3,4,0,0,0,0,14,2,6,0
BGD,0,0,0,0,0,3,6,0,0,92,13,0,0,17,1,2,0,2,0,0,0,0,0,0,1,9,0,0,0,1,0,75,25,4,37,2,1,2,3,0,0,0,1,1,2,56,0,17,0,3,1,9,0,12,0,3,5,3,24,0,0,123,3,4,0,2,0,5,3,0,0,0,0,0,0,0,1,1,13,54,4,8,0,1,4,23,0,0,244,0,13,2,4,0,102,0,7,0,2,0,1,0,0,3,0,2,2,0,2,0,0,2,0,6,1,3,0,0,0,2,2,0,1,0,158,0,0,2,4,0,41,21,11,7,2,37,0,3,6,0,2,3,0,5,0,0,0,1,0,5,4,0,37,2,3,9,0,0,0,0,0,1,0,0,0,0,2,39,0,0,4,0,0,26,0,0,0,0,0,2,13,5,4,5,1,0,265,0,0,0,2,12,0,0,0,1,13,3,2,1
BGR,0,0,7,0,0,4,13,108,0,99,163,2,0,187,0,3,2,0,0,0,6,98,0,0,1,131,0,0,0,0,1,48,188,11,130,2,0,0,100,0,0,2,1,99,188,424,0,28,2,13,1,110,0,265,110,1,148,0,272,0,1,268,102,2,0,0,1,0,177,0,0,0,0,0,0,144,0,171,2,125,18,109,4,4,24,285,0,1,62,2,0,2,1,0,115,1,1,0,8,0,0,0,0,2,0,114,2,13,4,0,4,2,1,135,24,0,7,1,10,8,1,0,0,0,4,1,0,0,4,0,98,27,0,104,1,102,2,4,3,0,0,233,0,134,1,0,0,2,0,143,187,0,28,2,1,7,0,0,1,0,0,162,0,0,0,38,29,59,0,0,5,0,0,16,0,0,0,0,0,5,159,101,2,1,116,1,295,3,0,0,7,5,0,0,0,0,23,0,3,0
BHR,0,0,0,0,0,19,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,0,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,3,0,10,0,1,0,0,0,0,4,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,3,3,2,0,0,2,0,3,2,0,0,0,0,0,0,0,11,0,9,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,6,0,0,0,13,4,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,8,2,2,0,0,0,0,21,0,0,0,0,0,0,0,0,11,0,0,0,0
BHS,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
BIH,0,0,3,0,0,2,1,1,0,2,12,0,0,10,0,0,0,6,0,0,0,3,0,0,0,1,0,0,0,0,0,7,11,0,2,0,0,0,0,0,0,1,0,0,7,24,0,5,0,1,0,2,0,6,3,0,5,0,9,0,0,18,0,1,0,0,0,0,4,0,0,0,0,0,0,74,0,5,1,0,3,2,0,0,3,18,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,1,1,0,0,3,0,1,2,11,0,2,1,8,0,0,0,0,0,2,0,0,0,1,0,12,3,0,0,1,3,1,1,1,0,0,10,0,3,1,0,0,1,0,8,7,0,1,1,0,1,0,0,0,0,0,140,0,0,0,6,33,7,0,0,2,0,0,3,0,0,0,0,0,1,24,1,2,1,2,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0
BLR,0,0,0,0,0,1,130,224,0,196,229,137,0,113,0,0,0,98,0,0,3,0,0,0,0,232,0,0,0,0,0,149,239,127,237,0,0,0,222,0,0,1,0,95,236,327,0,138,1,2,1,96,0,238,102,0,114,0,284,0,0,263,222,0,0,0,0,0,226,0,0,0,0,0,1,98,0,221,1,102,7,102,1,1,131,266,0,3,141,2,0,0,0,0,108,0,1,0,0,0,0,0,0,1,0,120,1,10,127,0,8,0,0,136,1,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,144,137,0,95,1,95,0,1,0,0,0,291,0,236,1,0,0,2,0,187,486,0,17,1,0,9,0,0,0,0,0,225,0,0,0,134,133,157,0,0,1,0,0,17,0,0,0,0,0,2,229,233,1,1,132,0,285,5,0,0,1,4,0,0,0,0,131,0,0,0
BLZ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
BMU,0,0,0,0,0,0,0,0,0,5,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,1,0,0,0,2,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,25,0,0,0,0,0,0,0,0,0,1,0,0,0
BOL,0,0,0,0,0,1,24,0,0,14,2,0,0,11,1,0,1,1,0,0,0,0,0,0,0,35,0,1,0,0,1,18,11,19,8,1,4,1,18,0,0,4,2,0,4,26,0,7,0,0,14,0,0,37,1,0,6,0,30,0,3,26,1,5,0,0,0,0,3,0,1,2,0,1,0,0,0,1,2,4,3,3,0,0,3,14,0,0,10,0,5,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0,14,0,1,0,0,0,0,3,0,0,1,3,0,0,0,2,1,20,3,5,5,0,2,6,26,1,0,1,4,0,2,2,0,0,0,1,1,5,0,3,2,0,4,0,1,0,0,0,0,0,0,2,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,3,7,0,5,1,6,68,0,0,0,10,2,0,1,0,0,4,1,0,0
BRA,0,4,1,0,1,13,766,260,0,729,390,127,0,397,4,3,9,131,5,2,1,232,1,1,35,0,2,2,0,0,2,964,686,442,662,7,10,6,531,0,1,44,148,101,426,1463,0,322,9,10,81,139,0,1440,108,8,224,4,1662,0,4,1652,230,14,0,2,3,2,345,0,4,18,14,1,3,168,1,311,25,397,158,146,5,9,228,1053,3,5,437,2,18,2,4,0,292,0,6,3,26,0,4,0,1,9,0,105,10,10,141,0,1,5,0,489,6,2,1,1,1,0,15,1,2,4,82,2,3,1,29,7,687,274,9,183,4,134,40,135,26,0,2,483,0,925,25,0,3,14,2,319,543,1,51,5,11,71,0,1,6,0,0,265,0,0,4,175,165,450,0,0,5,0,0,62,0,0,0,0,3,16,325,296,5,7,201,124,4357,2,6,0,74,65,0,2,0,1,282,0,5,4
BRB,0,0,0,0,0,0,1,0,0,11,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,19,13,0,3,0,0,0,0,0,0,1,0,0,0,14,0,0,1,0,1,1,0,0,0,0,0,1,4,0,0,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,2,0,0,1,12,9,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,3,1,0,12,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0
BRN,0,0,0,0,0,1,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,3,0,0,6,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,2,0,0,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,7,0,0,0,1,0,0,0,0,1,1,0,0,0
BTN,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0
BWA,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,0,2,0,4,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,1,0,3,3,0,2,0,0,25,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,3,0,8,0,0,0,0,0,0,1,1,3,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,1,2,0,0,1,0,7,7,0,2,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,9,4,0,0,74,0,0,0,0,0,0,0,0,0,47,6,0,6
