country_code,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013,gdp2014,gdp2015,gdp2016,gdp2017,gdp2018
PER,3606.070689,4220.616378,4196.311627,5082.353706,5869.323882,6528.971775,6756.752996,6672.877373,6229.100674,6204.996457,6710.507602,6957.793411
PHL,1744.639979,1991.229749,1905.895236,2217.472153,2450.735694,2694.305109,2871.429701,2959.645435,3001.043182,3073.654686,3123.245642,3252.110274
PLW,10381.42387,10598.88283,10252.75014,10356.63362,11094.83322,12044.10547,12561.33614,13711.7617,15876.46193,16653.42589,16065.29283,15657.17715
PNG,1401.949447,1672.951024,1626.312855,1949.351185,2406.910967,2790.676303,2729.888751,2920.782986,2679.346579,2509.629637,2695.249009,2801.371393
POL,11254.51739,13996.02515,11526.05589,12613.011,13879.56099,13097.27085,13696.4663,14271.30585,12578.49547,12447.43959,13864.68176,15468.40941
PRE,1129.299685,1383.589208,1220.972895,1401.231512,1569.825577,1672.779198,1780.21985,1822.918991,1560.519966,1393.575355,1415.718939,1449.099681
PRI,23664.88235,24898.33459,25768.72589,26435.74879,27278.88305,27944.73389,28513.16574,28981.45733,29763.4883,30627.1634,31108.75275,31604.70151
PRK,,,,,,,,,,,,
PRT,22782.09462,24847.54514,23059.79745,22498.69086,23186.91313,20564.88986,21647.04181,22074.30076,19242.36647,19978.40121,21437.3475,23551.04829
PRY,2976.824014,4047.909791,3626.818637,4359.428415,5329.387437,5185.141549,5936.975959,6118.31811,5413.776021,5324.609068,5678.869972,5782.78455
PSE,1664.245717,2035.202341,2191.781787,2557.075624,2880.798437,3067.438727,3315.297539,3352.112595,3272.154324,3527.613824,3620.360487,3562.330943
PSS,2909.128514,3063.47838,2706.025385,2965.36361,3440.720461,3608.92391,3702.149345,3970.784808,3832.438806,3962.439848,4220.736436,4336.985308
PST,38696.18124,40660.80105,38123.07512,39586.83954,42386.48333,42167.5133,42406.93067,43092.61894,40618.92509,41340.50379,42933.61355,45364.58418
PYF,,,,,,,,,,,,
QAT,65421.37692,80234.19083,59094.65918,67403.08768,82409.94164,85075.98654,85050.68435,83858.34046,63039.11263,57162.96801,59124.86727,65907.94843
ROU,8360.166321,10435.04398,8548.118672,8214.076893,9099.217539,8507.104775,9547.852151,10043.67745,8969.148921,9548.587403,10807.00917,12398.98198
RUS,9101.255049,11635.27293,8562.813277,10674.99578,14311.08432,15420.87454,15974.64463,14095.64874,9313.013625,8704.898413,10720.33266,11287.35528
RWA,438.6641845,543.5453565,579.726615,609.724917,668.4946722,725.1697703,722.8943285,743.559038,751.0773926,744.7607488,772.3169891,783.6371628
SAS,959.3051264,959.4611995,1041.994401,1257.499445,1368.944608,1366.115421,1383.560005,1496.00791,1543.489948,1652.196,1867.505482,1894.169093
SAU,16516.63178,20078.26007,16113.14371,19262.5476,23745.88058,25243.602,24845.12466,24464.21256,20627.92693,19878.76384,20802.46631,23337.01755
SDN,1128.410266,1304.533051,1163.797223,1489.874087,1437.779831,1332.914187,1381.489462,1625.463728,1656.905841,1325.156019,1103.000026,825.8689411
SEN,1198.392811,1403.949385,1308.937808,1271.583281,1366.774501,1317.779802,1372.665779,1396.657339,1219.249415,1269.903294,1361.701972,1458.069093
SGP,39432.93835,40007.46926,38927.20688,47236.96023,53890.42873,55546.48854,56967.42579,57562.53079,55646.61875,56848.17539,61176.45636,66679.04649
SLB,1260.289404,1388.963877,1428.505673,1604.20583,1938.891187,2141.821522,2248.614935,2274.887866,2167.119928,2225.486842,2332.844216,2411.862926
SLE,360.3716605,408.4810085,391.200943,401.8348761,448.3376621,566.3782351,716.8358269,714.6997957,588.2288628,501.4151655,499.3809746,533.9915333
SLV,2786.157922,2933.39424,2858.483344,2983.228806,3266.012588,3428.409332,3509.528132,3589.041296,3705.579704,3805.995686,3910.255969,4052.624775
SMR,72697.70599,78643.55065,66703.21823,60254.7763,57297.51331,49988.46363,51570.98395,50817.33082,42662.90265,43828.23246,45399.02906,48996.59225
SOM,,,,,,,297.9553578,295.2666099,293.4551719,295.9673926,309.0543803,314.542678
SRB,5848.476405,7101.040141,6169.114195,5735.422857,6809.159804,6015.945228,6755.073675,6600.056809,5588.980728,5765.200762,6292.543629,7252.401858
SSA,1325.883599,1480.814611,1373.0657,1591.640542,1739.987881,1775.533706,1839.496037,1860.252141,1657.286312,1507.096028,1562.913964,1595.496495
SSD,,1669.493752,1337.882231,1535.706892,1516.404378,1179.739711,1779.470365,1322.820364,1119.651437,,,
SSF,1327.036394,1481.833402,1373.92591,1592.59208,1741.010781,1776.51779,1840.729073,1861.462891,1658.514663,1508.352794,1564.22416,1596.825251
SST,10043.7912,11834.91648,9922.985145,11173.07576,13213.9307,13525.35314,13821.99569,14015.34245,11759.68811,11367.68514,12064.70274,13040.53773
STP,896.8677913,1098.755219,1067.908053,1090.260763,1254.541598,1330.620114,1564.768548,1770.467688,1584.775657,1700.097997,1813.807434,1953.513257
SUR,5744.759727,6831.983622,7408.360786,8255.874872,8263.203803,9200.974786,9402.164419,9471.922001,9168.237157,5872.789429,6295.560562,6938.086981
SVK,16085.61152,18677.29271,16531.67051,16750.79744,18361.56948,17481.89544,18260.01577,18674.34406,16310.98841,16508.67036,17504.21134,19364.6201
SVN,23787.64656,27483.33717,24694.23049,23509.54314,25095.13229,22643.10025,23496.6025,24214.92207,20881.76693,21663.64341,23454.73952,26103.16026
SWE,53700.00534,56152.55234,46946.96027,52869.04429,60755.75955,58037.82132,61126.9432,60020.36046,51545.48361,51965.15715,53791.50873,54589.06039
SWZ,3327.445066,3137.387151,3385.858935,4168.489518,4496.612962,4527.681573,4230.328486,4038.55354,3679.819798,3425.528759,3914.421839,4105.897212
SXM,,,,,27997.28983,28460.33262,27942.88054,33043.68838,32274.89055,31616.6817,29369.05683,29160.10381
SYC,12154.82994,11122.86207,9706.95606,10804.68447,12189.09516,12006.68296,14765.67398,14700.33434,14745.34146,15068.62035,15906.08391,16390.82491
SYR,2032.623183,,,,,,,,,,,
TCA,25457.9765,27650.11538,22020.34886,21029.69563,21839.00992,21345.02598,21715.31397,23778.51913,26183.88504,28241.47929,27545.12879,29553.1367
TCD,799.603742,929.3827519,803.6863884,892.5688697,984.7361305,967.3529488,979.8117426,1020.287979,776.0197523,693.4497674,665.9488849,726.1510071
TEA,2490.388367,3124.303639,3366.269985,4049.422511,4907.543722,5432.816401,5953.112445,6370.399755,6588.031586,6679.251594,7248.229616,8051.812548
TEC,7270.742821,8975.490206,7093.373319,8289.886009,10017.72511,10406.48496,10973.16488,10319.43686,8008.230261,7665.383797,8553.532336,8868.02881
TGO,449.7382505,546.3503702,540.6087126,534.0447826,587.0974928,571.8067239,621.3988536,640.9342196,570.9099672,803.1518934,830.7452767,901.5230169
THA,3973.017172,4379.658787,4213.006654,5076.339872,5492.1215,5860.581471,6168.261356,5951.883487,5840.053067,5993.305516,6593.818352,7296.879608
TJK,526.6432883,715.8657063,676.1235111,749.5524123,847.3824321,969.2961039,1048.225602,1104.172358,978.4049812,807.1025861,848.6723799,853.2188734
TKM,2600.368758,3904.465301,4036.456805,4439.202128,5649.962106,6675.178055,7304.285771,7962.244925,6432.685325,6387.682575,6587.092604,6967.375043
TLA,6812.366805,7861.741278,7278.974799,8991.087026,10139.62059,10123.72578,10261.55107,10350.15899,8745.674436,8440.432404,9316.218215,9001.310135
TLS,523.7375385,614.435755,676.6183307,806.4135263,947.5107667,1013.042872,1210.03999,1232.453997,1332.791772,1353.746815,1286.406785,1230.22528
TMN,3196.620819,3891.740846,3687.834841,4180.083724,4644.969214,5036.826624,4624.312535,4466.514805,3932.172284,3923.436,3802.414802,3500.262154
TON,2910.145122,3331.546555,3006.606344,3527.952342,4002.813771,4581.783245,4428.146521,4354.24436,4336.239603,4157.877249,4513.432531,4740.700272
TSA,959.3051264,959.4611995,1041.994401,1257.499445,1368.944608,1366.115421,1383.560005,1496.00791,1543.489948,1652.196,1867.505482,1894.169093
TSS,1327.036394,1481.833402,1373.92591,1592.59208,1741.010781,1776.51779,1840.729073,1861.462891,1658.514663,1508.352794,1564.22416,1596.825251
TTO,16539.89075,21204.00818,14514.24061,16683.39306,19034.12071,19157.45977,20143.54541,20270.93377,18214.46062,16250.62869,16173.74005,17037.86236
TUN,3776.332046,4307.580023,4128.463959,4141.975964,4264.678122,4152.684394,4222.70514,4305.482357,3861.6924,3697.938729,3481.241106,3438.805067
TUR,9791.88245,10941.17215,9103.474051,10742.77498,11420.55546,11795.63346,12614.78161,12157.99043,11006.27952,10894.60338,10589.66772,9453.196172
TUV,2645.109505,2936.521547,2602.619444,3024.761774,3643.121608,3506.308144,3457.376266,3398.39675,3197.772252,3253.899536,3574.065288,3701.709255
TZA,552.8395016,687.3904455,695.2168433,743.4036639,781.4338957,867.8574989,970.3996014,1030.077648,947.9333517,966.5030166,1004.906588,1042.838759
UGA,403.6637446,474.5179496,796.5309244,819.0074652,828.9941128,786.738711,806.6119363,879.7349486,843.6295453,733.3971317,746.8307512,770.2570601
UKR,3065.611294,3887.242337,2542.995424,2965.139715,3569.758121,3855.417729,4029.711252,3104.643206,2124.662319,2187.73051,2640.675677,3096.817402
UMC,4519.876303,5481.14627,5231.236505,6306.628403,7552.604624,8031.697227,8566.499744,8769.654809,8173.055438,8072.015628,8870.349295,9483.693306
URY,7026.503055,9091.079039,9451.932449,11992.02377,14236.715,15171.58017,16973.68924,16831.94819,15613.74597,16715.63347,18690.89384,18703.86029
USA,47975.9677,48382.55845,47099.98047,48466.6576,49882.55813,51602.93105,53106.53677,55049.98833,56863.3715,58021.4005,60109.65573,63064.41841
UZB,830.4076942,1082.286025,1213.265328,1634.312095,1926.292997,2137.025122,2281.410973,2492.336643,2615.025134,2567.799207,1826.566919,1529.082864
VCT,6307.313617,6415.343305,6232.371642,6292.498854,6242.252962,6390.310632,6639.484897,6684.377547,6921.702479,7074.548765,7213.025857,7361.400962
VEN,8454.469536,11432.74592,11765.09976,13825.35712,10955.53801,12986.22269,12457.7686,16055.64532,,,,
VGB,,,,,,,,,,,,
VIR,44333.88408,39207.72715,38771.63204,40043.55971,39144.88872,37850.77827,34820.11459,33573.71943,34796.49436,36022.54548,36287.87949,37233.29689
VNM,906.2842299,1149.424495,1217.268583,1317.890646,1525.119025,1735.152116,1886.69017,2030.278447,2085.101349,2192.174482,2365.521615,2566.447487
VUT,2352.973255,2629.053124,2573.889015,2839.40634,3173.822022,2997.293432,2954.774511,2926.67996,2695.666186,2805.66532,3082.475083,3125.404999
WLD,8698.944018,9428.524915,8836.328206,9558.485597,10492.80396,10608.95188,10785.97095,10954.7362,10251.09905,10292.60017,10829.97494,11372.24782
WSM,3133.671327,3378.953029,3168.228207,3566.458277,3933.459357,4022.177848,4037.615168,3937.779197,4073.729164,4109.059523,4259.634172,4188.571058
XKX,2685.986222,3254.820269,3209.694109,3286.557443,3741.875052,3596.804655,3891.266363,4080.330717,3603.025501,3780.003689,4045.614209,4419.914327
YEM,1017.292048,1229.246675,1116.084396,1334.784902,1374.621401,1446.536472,1607.152173,1674.002572,1601.830063,1138.603723,960.528848,824.117718
ZAF,6095.62157,5760.805172,5862.797108,7328.6152,8007.476439,7501.661096,6832.725546,6433.400402,5734.633422,5272.543648,6131.47945,6372.605655
ZMB,1124.290586,1394.0005,1159.907499,1489.459087,1672.907535,1763.069442,1878.346811,1762.427817,1338.290927,1280.806543,1535.196574,1516.3711
ZWE,431.7872587,356.6932344,771.5990323,948.331481,1093.653409,1304.968011,1429.998461,1434.896277,1445.069702,1464.588957,1335.665064,1352.162653
