,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GLP,GMB,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KOS,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TOA,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WAS,WSM,YEM,ZAF,ZMB,ZRN,ZWE
BDI,0,0,0,0,0,3,0,0,0,5,3,0,0,19,4,1,5,1,4,0,0,0,0,0,0,4,0,0,4,0,1,4,6,4,6,0,8,8,4,0,0,3,0,0,1,11,0,5,0,4,3,4,0,4,4,7,4,0,10,4,1,7,1,4,0,0,0,1,4,0,0,0,0,0,0,2,0,2,4,8,4,4,4,4,3,7,0,4,7,3,7,4,0,0,4,0,1,0,4,0,1,0,0,3,0,0,7,0,1,0,0,1,0,4,1,0,0,3,0,0,4,0,0,1,4,0,4,0,4,0,7,4,4,4,3,5,3,4,6,0,1,4,0,4,0,2,0,3,0,5,4,8,4,0,2,4,0,0,0,0,0,4,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,1,5,4,7,8,4,0,15,0,0,0,0,5,0,0,0,3,4,4,0,1
BEL,6,3,13,1,2,46,208,132,0,1276,899,2,19,0,42,32,32,271,11,0,22,143,3,0,13,762,5,5,9,8,3,1329,1748,226,1323,26,88,107,237,2,1,31,55,191,619,3664,1,884,7,91,176,264,0,2155,251,123,650,4,3963,7,14,4134,136,49,0,30,8,24,667,1,4,6,7,1,2,251,3,533,58,518,493,329,24,72,355,2751,10,31,740,18,112,13,23,3,450,4,22,2,85,2,7,0,2,130,0,210,200,149,80,22,11,15,0,334,25,11,35,18,8,13,28,1,6,17,201,10,10,4,59,0,3485,573,30,327,16,187,29,75,47,1,7,844,0,737,5,11,2,180,0,306,647,26,171,7,21,167,2,6,3,0,0,276,0,1,5,129,179,1138,6,4,1,2,6,208,1,0,0,1,4,91,428,290,53,91,215,30,4520,7,1,0,16,157,0,0,1,5,486,27,0,19
BEN,1,2,2,0,0,11,5,0,0,18,16,0,4,42,0,21,11,7,8,0,2,1,0,0,2,25,2,1,7,3,1,22,28,14,22,27,36,22,14,0,0,10,2,2,3,51,0,20,0,14,9,18,0,18,10,19,13,1,118,7,10,43,3,34,0,7,1,5,8,0,1,0,0,0,0,5,0,3,13,19,10,18,10,9,10,25,4,12,19,7,28,8,0,0,13,0,3,0,11,1,1,0,0,8,0,2,10,3,11,0,1,5,0,14,1,17,1,7,1,1,14,3,2,4,13,4,6,12,46,0,26,15,12,11,5,15,10,13,15,0,5,14,0,17,1,7,1,7,0,12,15,14,14,4,21,12,1,3,0,0,0,15,0,0,1,10,3,13,2,3,0,2,17,3,0,0,0,1,1,8,15,19,25,19,8,2,72,0,0,0,2,15,0,0,0,5,42,13,0,5
BFA,0,3,2,0,0,1,3,0,0,20,10,1,1,32,21,0,4,2,0,0,1,1,0,0,1,11,0,1,0,1,1,34,30,4,9,37,29,14,5,0,0,0,1,1,4,45,1,21,1,1,1,4,0,16,1,11,11,0,141,0,11,77,1,46,0,9,3,15,3,0,0,0,0,0,1,2,0,1,6,10,2,3,0,0,2,24,2,1,4,0,33,0,4,0,7,0,0,0,3,0,0,0,0,3,1,0,2,1,6,0,0,4,0,7,0,30,0,1,0,1,7,6,1,13,1,0,0,20,26,1,30,6,6,2,2,3,2,3,4,0,2,3,0,3,2,0,0,3,1,3,4,5,4,4,45,2,0,7,1,0,0,2,0,0,0,1,1,9,3,0,0,6,21,6,0,0,0,0,1,5,1,8,19,24,1,1,80,0,0,0,4,7,0,0,0,0,35,11,0,6
BGD,3,0,2,0,0,35,13,4,0,366,22,0,5,32,11,4,0,8,10,0,2,0,0,0,2,59,4,16,11,1,0,123,62,23,202,3,12,8,23,0,0,10,2,3,8,129,0,36,0,15,9,56,0,41,13,32,43,6,56,8,1,277,2,22,0,1,0,28,14,0,1,2,0,0,1,8,0,9,37,174,21,31,19,14,12,53,4,14,359,9,44,10,9,1,144,0,9,4,14,1,1,0,0,33,0,3,10,4,6,0,3,2,2,22,1,17,1,14,1,2,14,0,4,8,301,1,6,0,27,1,75,35,71,52,12,119,11,28,41,0,5,24,0,18,2,10,0,13,0,17,19,10,110,3,4,35,2,0,2,0,0,12,1,0,1,10,2,62,1,2,0,0,1,67,0,0,0,1,0,7,39,23,31,14,10,4,543,1,0,0,3,42,1,0,1,7,88,31,0,5
BGR,1,1,16,0,0,14,105,214,0,183,321,93,1,271,7,2,8,0,10,0,21,220,0,0,4,294,1,3,4,0,0,167,359,112,282,2,15,4,230,0,0,8,2,129,324,611,0,140,4,17,114,149,0,433,152,9,205,2,424,5,0,492,222,12,0,0,2,1,332,0,1,0,1,1,0,188,0,297,15,184,173,142,11,10,137,503,5,16,194,20,10,6,0,1,152,5,1,0,19,0,1,0,0,116,0,157,10,136,98,1,5,0,0,167,41,0,10,4,10,6,5,0,2,0,225,5,3,0,40,0,243,153,9,133,8,133,11,29,8,0,2,429,0,296,4,85,0,120,0,231,387,4,37,4,1,20,1,1,1,0,1,316,0,1,2,162,145,184,0,1,0,0,0,139,1,0,0,1,3,9,304,226,6,10,183,5,519,6,0,0,5,17,0,0,0,3,132,6,0,0
BHR,1,0,0,0,0,30,2,0,0,19,7,0,4,11,8,0,10,10,0,0,0,0,0,0,1,12,0,1,7,1,0,15,12,9,26,0,11,6,11,0,0,6,0,0,1,16,0,10,3,18,6,38,0,15,8,13,9,0,21,8,0,32,2,10,0,0,0,2,6,0,0,0,0,0,0,6,0,1,9,31,17,12,11,7,11,15,1,21,15,9,9,7,1,0,10,0,13,0,12,0,2,0,0,7,0,1,8,0,7,0,0,0,0,11,0,0,0,5,0,0,7,0,0,1,27,1,6,0,12,0,18,11,8,13,22,24,7,9,8,0,2,11,0,10,0,7,0,21,0,8,13,7,55,1,0,11,0,0,0,0,0,10,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,16,21,15,6,6,9,1,36,0,0,0,0,8,0,0,0,14,13,7,0,0
BHS,0,0,0,0,1,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,0,0,0,0,17,2,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,41,0,0,1,0,0,0,0,0,0,0,0,0,0
BIH,0,2,8,0,0,5,6,1,0,8,27,1,0,22,2,1,2,21,0,0,0,4,0,0,1,8,2,2,0,0,0,12,29,4,10,2,3,0,3,0,0,2,2,7,34,52,0,13,1,2,2,4,0,27,10,1,15,1,27,0,0,51,3,3,0,0,0,0,13,0,1,0,0,0,0,135,0,14,3,6,11,7,2,6,15,48,3,4,7,3,2,1,0,0,8,8,2,0,5,1,0,0,0,0,0,21,3,12,4,0,3,0,0,7,19,0,4,2,25,1,2,0,2,0,4,0,0,0,4,0,35,17,3,3,2,3,3,3,3,0,0,32,0,17,1,1,0,2,0,24,22,0,8,1,1,3,1,1,1,0,0,184,0,0,1,11,58,21,0,2,1,0,0,4,0,0,0,1,1,6,30,3,2,4,14,3,38,0,0,0,3,3,0,0,0,1,4,0,0,0
BLR,0,0,7,0,0,7,94,212,0,113,219,99,0,143,1,1,0,220,0,0,4,0,0,0,2,221,0,2,0,0,0,112,238,95,255,0,4,0,209,0,0,0,0,119,233,323,0,110,1,3,109,121,0,273,131,0,148,0,275,0,0,276,218,1,0,0,0,0,223,0,0,0,0,0,0,128,0,211,1,140,121,127,0,5,109,251,3,9,108,21,0,0,0,0,138,1,1,0,3,0,0,0,0,111,0,156,1,122,91,0,5,0,0,120,6,1,5,0,4,3,0,0,1,0,204,1,0,0,4,0,118,111,2,115,2,114,3,3,1,0,1,315,0,236,4,79,0,108,0,116,599,0,17,2,2,12,0,1,1,0,1,213,0,0,0,100,102,132,1,0,0,0,0,118,1,0,0,0,2,2,223,214,0,4,204,0,291,5,0,0,3,13,0,0,0,0,102,1,0,0
BLZ,0,0,0,0,0,0,1,0,0,5,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,5,1,1,1,0,0,0,2,0,0,2,1,0,1,3,0,3,0,0,0,0,0,4,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,4,0,1,0,0,2,4,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,1,1,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,1,0,0,0,0,3,0,0,0
BMU,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,7,1,0,2,0,0,0,0,0,1,0,0,0,0,8,0,4,1,0,0,1,0,3,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,31,0,0,0,0,0,0,0,0,0,1,0,0,0
BOL,0,0,2,0,0,3,31,0,0,14,8,0,0,13,2,1,2,4,1,0,1,2,0,0,0,41,0,2,1,0,0,16,12,23,7,1,5,1,27,0,0,6,7,1,5,35,0,19,2,1,23,5,0,34,5,2,6,0,43,1,1,27,6,5,0,1,0,1,5,0,0,2,4,1,1,2,0,4,5,7,6,3,1,1,4,14,2,4,9,1,3,1,0,0,5,0,0,1,3,1,0,0,0,2,0,0,2,2,3,0,0,0,0,35,0,0,0,1,0,2,1,0,1,0,5,3,0,0,4,3,23,9,3,6,2,1,7,31,2,0,2,7,0,10,10,1,0,1,0,4,6,2,5,3,1,4,0,1,2,0,0,4,0,1,1,1,2,23,0,0,0,0,0,2,0,0,0,0,2,3,5,3,2,6,3,10,82,0,0,0,14,3,0,0,0,1,10,2,0,0
BRA,2,15,9,0,0,68,1004,242,0,1445,545,104,4,762,25,11,59,294,12,3,8,221,2,2,41,0,4,9,7,6,0,1797,1011,793,1133,5,44,13,868,1,6,87,183,129,461,2352,0,578,10,36,256,217,1,2607,163,34,404,7,2362,8,5,3053,217,35,0,2,5,7,401,3,2,22,13,2,17,205,8,385,75,739,371,326,29,25,306,1934,12,31,677,19,71,14,3,2,437,2,20,1,58,0,4,0,4,149,0,147,37,127,125,25,4,7,0,777,9,5,14,10,6,9,60,1,7,18,311,12,8,5,102,11,1134,391,40,300,28,301,60,290,116,1,10,670,0,1697,51,89,1,149,1,299,733,13,164,13,8,149,1,2,8,0,1,277,0,2,6,167,160,663,1,2,1,0,3,300,0,0,0,1,8,54,410,357,36,44,281,207,7174,9,7,0,109,121,0,0,0,8,474,13,0,14
BRB,0,0,1,0,0,2,2,0,0,8,7,0,0,5,2,0,4,1,0,1,2,0,1,1,0,4,0,1,0,0,0,16,6,4,5,2,2,0,4,0,0,2,2,3,2,9,0,4,1,2,2,4,0,5,2,2,2,2,6,0,0,21,0,6,0,0,0,0,3,0,1,1,0,1,0,2,0,3,3,4,3,3,0,2,2,4,12,2,6,1,4,2,0,1,3,0,2,0,2,0,0,0,0,0,0,2,2,2,2,0,1,0,0,3,1,0,1,2,1,0,2,0,1,1,5,0,0,0,5,0,4,4,2,3,0,2,3,3,3,0,0,2,0,2,0,1,0,1,0,2,6,0,2,0,1,2,2,0,1,0,0,2,0,0,2,2,2,3,0,2,0,0,0,2,0,0,0,1,10,2,2,6,3,5,0,2,43,0,0,3,3,2,0,0,0,1,5,0,0,0
BRN,0,0,2,0,0,2,2,0,0,31,12,0,0,5,1,1,16,3,1,0,2,2,0,0,2,9,1,0,0,0,0,16,10,3,25,1,3,1,4,0,0,1,1,3,9,20,0,3,1,1,2,10,0,5,2,2,4,1,10,0,1,40,2,3,0,1,0,0,3,0,0,0,1,0,0,3,0,4,30,10,3,7,0,1,3,11,2,2,14,1,1,1,1,0,10,0,1,0,2,0,0,0,0,5,0,1,1,2,2,0,1,0,0,2,1,0,1,1,1,1,1,0,2,0,65,0,0,0,4,0,8,4,2,1,2,11,4,3,2,0,0,4,0,2,2,1,0,2,0,2,3,0,21,1,1,15,1,1,1,0,0,2,0,0,1,1,3,4,0,1,0,0,0,4,0,0,0,1,1,2,2,14,1,3,4,1,26,0,0,0,3,15,0,0,0,1,7,0,0,0
BTN,1,0,0,0,0,6,2,0,0,27,11,0,4,9,7,0,11,4,7,0,0,0,0,0,1,7,0,0,0,1,0,10,11,7,12,0,7,6,7,0,0,6,0,1,1,14,0,8,1,7,5,7,0,8,7,9,8,0,11,7,0,14,2,7,0,0,0,2,5,0,0,0,0,0,0,2,0,0,11,17,7,8,7,6,6,10,1,8,12,6,7,7,1,0,11,0,2,1,7,0,1,0,0,8,0,0,8,2,2,0,1,0,1,8,0,0,0,9,0,2,7,0,1,0,10,1,6,0,8,0,14,8,16,10,5,9,6,7,9,0,3,8,0,8,0,6,0,5,0,8,7,7,8,0,0,7,1,0,0,0,0,7,0,0,0,7,0,9,0,0,0,0,0,8,0,0,1,0,0,3,7,8,7,6,7,1,24,0,0,0,0,7,1,0,0,4,9,8,0,0
BWA,0,1,0,0,0,2,2,0,0,31,5,0,0,8,3,1,1,0,1,0,0,0,0,0,0,6,0,0,1,0,0,20,9,8,7,1,16,2,1,0,0,1,0,1,3,30,0,6,2,1,0,2,0,5,0,26,5,0,14,0,0,61,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1,5,0,21,0,2,0,0,0,11,0,1,4,1,21,0,0,0,3,0,1,0,0,1,2,0,0,1,1,0,0,1,3,0,1,0,0,9,0,1,0,0,0,1,3,0,1,8,3,12,0,2,18,0,11,4,0,6,1,2,0,0,0,0,0,2,0,4,1,1,0,1,0,5,2,5,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,19,3,0,0,0,0,7,0,0,0,0,0,1,2,2,12,10,0,0,134,0,0,0,0,1,0,0,0,0,105,7,0,22
